CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
610.0,France,Male,32.0,3.0,0.0,2.0,0.0,0.0,126812.63
486.0,France,Female,41.0,4.0,0.0,1.0,1.0,1.0,65675.47
621.0,France,Male,52.0,7.0,135842.89,1.0,1.0,1.0,175324.14
717.0,France,Male,40.0,3.0,0.0,2.0,1.0,1.0,118623.94
724.0,France,Male,38.0,1.0,141782.57,1.0,0.0,1.0,177844.06
758.0,France,Male,43.0,5.0,0.0,1.0,0.0,1.0,138527.56
699.0,Germany,Male,36.0,3.0,148962.76,1.0,1.0,0.0,179436.6
508.0,France,Female,27.0,8.0,0.0,2.0,1.0,0.0,78463.99
842.0,France,Male,41.0,7.0,0.0,2.0,1.0,0.0,164768.82
807.0,Germany,Female,53.0,0.0,134435.58,1.0,1.0,1.0,177065.24
565.0,Spain,Male,42.0,6.0,0.0,2.0,1.0,1.0,164825.07
596.0,France,Male,38.0,0.0,0.0,2.0,1.0,0.0,92865.41
584.0,Germany,Male,34.0,9.0,93791.38,1.0,0.0,0.0,151310.16
651.0,Germany,Female,44.0,7.0,125013.72,1.0,1.0,0.0,126761.2
648.0,Germany,Male,34.0,6.0,132044.6,2.0,1.0,1.0,146637.45
662.0,Spain,Female,27.0,8.0,0.0,1.0,0.0,1.0,56865.62
753.0,France,Female,31.0,2.0,0.0,1.0,0.0,1.0,79450.61
679.0,France,Male,36.0,1.0,0.0,2.0,1.0,0.0,161076.92
624.0,Germany,Male,49.0,8.0,126817.65,2.0,1.0,0.0,183575.01
627.0,Germany,Female,60.0,3.0,124450.88,3.0,0.0,1.0,121505.61
597.0,France,Female,39.0,10.0,0.0,2.0,1.0,0.0,139811.78
526.0,France,Female,47.0,4.0,0.0,1.0,0.0,0.0,166692.03
684.0,France,Male,51.0,10.0,0.0,1.0,1.0,0.0,71133.12
564.0,Spain,Female,29.0,1.0,0.0,1.0,0.0,0.0,78436.36
567.0,France,Male,27.0,2.0,0.0,2.0,0.0,1.0,115724.78
678.0,France,Male,39.0,2.0,0.0,1.0,1.0,0.0,103557.85
771.0,France,Male,25.0,1.0,0.0,2.0,0.0,0.0,82970.93
645.0,Spain,Male,35.0,4.0,0.0,2.0,1.0,0.0,106040.97
607.0,Spain,Male,33.0,8.0,109974.26,1.0,1.0,1.0,119903.2
686.0,France,Female,47.0,7.0,0.0,2.0,0.0,1.0,180736.24
665.0,France,Male,38.0,6.0,0.0,1.0,1.0,0.0,166586.99
589.0,France,Female,44.0,5.0,96950.21,2.0,1.0,0.0,138849.06
628.0,Spain,Male,32.0,1.0,0.0,2.0,1.0,1.0,55313.44
705.0,France,Male,35.0,7.0,0.0,2.0,1.0,1.0,166526.26
561.0,Spain,Male,34.0,2.0,0.0,2.0,1.0,1.0,162858.29
616.0,France,Female,39.0,7.0,0.0,1.0,1.0,0.0,153396.05
665.0,France,Male,35.0,4.0,0.0,1.0,1.0,1.0,116747.76
571.0,France,Female,38.0,7.0,0.0,2.0,0.0,0.0,199304.98
521.0,France,Female,33.0,3.0,0.0,2.0,0.0,0.0,103563.28
727.0,France,Male,31.0,9.0,0.0,2.0,1.0,1.0,188516.45
587.0,France,Male,47.0,8.0,0.0,1.0,1.0,0.0,130132.38
542.0,Germany,Female,31.0,3.0,142905.51,1.0,1.0,0.0,51987.99
619.0,France,Male,44.0,5.0,76495.04,1.0,1.0,1.0,82996.47
588.0,France,Female,26.0,2.0,0.0,2.0,1.0,0.0,161076.92
587.0,France,Male,46.0,9.0,0.0,1.0,0.0,0.0,141364.62
667.0,Germany,Male,39.0,8.0,126824.05,2.0,1.0,1.0,141501.45
641.0,France,Female,46.0,6.0,0.0,2.0,1.0,1.0,180800.25
652.0,Germany,Female,37.0,7.0,132934.89,1.0,0.0,1.0,25325.07
594.0,Germany,Male,42.0,3.0,117304.29,2.0,1.0,0.0,145562.4
595.0,Germany,Male,55.0,2.0,124580.69,2.0,0.0,1.0,188657.97
711.0,Spain,Female,54.0,6.0,0.0,1.0,1.0,0.0,81758.66
628.0,France,Male,36.0,5.0,0.0,1.0,0.0,1.0,138747.17
635.0,Spain,Male,33.0,7.0,0.0,2.0,1.0,0.0,140880.72
669.0,France,Female,37.0,1.0,0.0,1.0,1.0,0.0,123981.19
626.0,Spain,Male,52.0,9.0,0.0,1.0,1.0,1.0,59645.24
850.0,France,Male,44.0,9.0,0.0,2.0,1.0,0.0,74870.99
709.0,Spain,Male,50.0,4.0,0.0,3.0,0.0,1.0,154844.22
705.0,France,Male,24.0,5.0,129834.64,1.0,0.0,0.0,125877.22
744.0,Spain,Male,31.0,4.0,0.0,2.0,0.0,1.0,108977.5
667.0,Spain,Female,33.0,1.0,0.0,2.0,1.0,1.0,101707.85
806.0,France,Male,40.0,2.0,0.0,1.0,0.0,1.0,154491.38
641.0,France,Female,36.0,7.0,145580.61,1.0,1.0,1.0,177524.19
573.0,Germany,Male,43.0,6.0,91099.82,2.0,0.0,0.0,78899.22
724.0,Germany,Male,45.0,8.0,104843.11,1.0,1.0,0.0,143393.24
628.0,France,Male,31.0,9.0,0.0,2.0,1.0,0.0,155876.06
636.0,France,Female,54.0,4.0,105770.7,1.0,0.0,1.0,139024.31
627.0,France,Male,31.0,9.0,0.0,2.0,0.0,1.0,186489.14
602.0,France,Female,46.0,7.0,112290.22,1.0,1.0,0.0,147964.99
575.0,France,Male,34.0,6.0,0.0,2.0,0.0,1.0,105140.92
667.0,France,Female,31.0,7.0,0.0,1.0,1.0,0.0,119333.95
724.0,Spain,Female,41.0,4.0,72373.61,1.0,1.0,0.0,114566.47
712.0,France,Male,32.0,8.0,0.0,2.0,1.0,1.0,119232.33
693.0,France,Male,43.0,9.0,0.0,2.0,1.0,0.0,80134.65
696.0,Germany,Female,32.0,4.0,106089.2,1.0,1.0,0.0,82565.01
769.0,France,Male,60.0,8.0,0.0,1.0,0.0,0.0,143981.27
593.0,France,Male,45.0,7.0,0.0,3.0,1.0,0.0,139735.54
708.0,France,Female,57.0,5.0,0.0,2.0,1.0,1.0,57517.71
697.0,Spain,Male,37.0,8.0,0.0,2.0,1.0,0.0,110114.38
850.0,France,Female,54.0,6.0,0.0,1.0,1.0,0.0,62980.96
678.0,Spain,Female,36.0,4.0,0.0,2.0,1.0,1.0,184842.21
589.0,Germany,Male,35.0,4.0,131356.8,2.0,0.0,1.0,51424.29
587.0,France,Male,41.0,1.0,0.0,1.0,1.0,0.0,167984.72
627.0,France,Male,37.0,3.0,0.0,2.0,1.0,1.0,173792.77
658.0,Germany,Male,38.0,1.0,112803.92,1.0,1.0,0.0,141501.45
605.0,Spain,Female,26.0,1.0,0.0,2.0,1.0,1.0,183569.25
622.0,Germany,Female,24.0,2.0,121418.64,2.0,1.0,0.0,67976.57
633.0,France,Male,44.0,7.0,0.0,2.0,1.0,0.0,80120.19
716.0,France,Male,34.0,3.0,0.0,2.0,1.0,0.0,90537.47
741.0,Germany,Female,44.0,3.0,165969.26,2.0,1.0,0.0,81053.0
649.0,Germany,Female,47.0,3.0,121151.05,1.0,1.0,0.0,82647.73
642.0,France,Male,43.0,5.0,0.0,1.0,1.0,0.0,115068.99
666.0,France,Male,46.0,0.0,0.0,2.0,0.0,1.0,141180.66
643.0,Spain,Male,35.0,9.0,0.0,2.0,1.0,1.0,18082.06
575.0,France,Female,30.0,1.0,0.0,1.0,1.0,0.0,157549.6
679.0,France,Male,40.0,7.0,0.0,2.0,1.0,0.0,116471.43
714.0,Germany,Male,28.0,1.0,82596.8,1.0,1.0,0.0,132959.33
769.0,Spain,Male,29.0,3.0,0.0,2.0,1.0,1.0,67311.12
724.0,Germany,Female,38.0,6.0,144880.34,2.0,1.0,1.0,127569.8
558.0,Spain,Male,37.0,9.0,0.0,2.0,1.0,1.0,4497.55
831.0,Germany,Female,51.0,2.0,107556.06,1.0,1.0,0.0,182944.47
711.0,France,Female,43.0,0.0,0.0,1.0,1.0,0.0,107847.59
620.0,Spain,Female,35.0,3.0,95830.43,1.0,1.0,0.0,57323.18
632.0,Spain,Female,29.0,1.0,121523.51,1.0,0.0,0.0,51711.59
516.0,Germany,Female,35.0,1.0,113923.81,1.0,0.0,0.0,199661.5
723.0,France,Male,38.0,7.0,0.0,2.0,1.0,0.0,115337.74
539.0,Spain,Female,51.0,9.0,128770.88,1.0,1.0,0.0,132468.76
711.0,France,Male,40.0,6.0,0.0,2.0,1.0,0.0,65816.53
553.0,France,Female,58.0,1.0,163943.89,1.0,0.0,1.0,175893.53
681.0,France,Male,45.0,2.0,155414.04,1.0,1.0,0.0,178291.09
586.0,Germany,Female,32.0,4.0,102540.31,1.0,1.0,1.0,172668.39
701.0,Spain,Male,31.0,1.0,125512.98,2.0,1.0,0.0,155850.4
696.0,Spain,Female,37.0,6.0,0.0,2.0,0.0,1.0,149629.13
588.0,Spain,Male,28.0,7.0,0.0,2.0,0.0,1.0,6761.84
721.0,Germany,Female,32.0,9.0,113957.01,1.0,1.0,1.0,115068.99
724.0,France,Male,34.0,2.0,123322.15,1.0,1.0,1.0,124210.53
494.0,France,Male,35.0,7.0,0.0,2.0,1.0,0.0,149614.17
590.0,France,Male,31.0,2.0,0.0,1.0,1.0,0.0,156918.26
656.0,France,Male,40.0,6.0,119278.01,1.0,1.0,1.0,138360.29
735.0,France,Male,39.0,5.0,0.0,2.0,1.0,0.0,179670.31
639.0,Spain,Male,32.0,7.0,0.0,1.0,0.0,0.0,83343.73
691.0,France,Female,30.0,1.0,0.0,1.0,1.0,0.0,185543.36
476.0,Spain,Female,52.0,10.0,0.0,2.0,1.0,1.0,18924.92
619.0,Spain,Male,39.0,4.0,0.0,1.0,0.0,0.0,147564.75
751.0,Spain,Male,44.0,7.0,0.0,2.0,1.0,1.0,85426.28
637.0,France,Male,33.0,6.0,184464.61,1.0,0.0,0.0,151887.16
749.0,Germany,Female,48.0,4.0,143988.0,2.0,0.0,1.0,181419.29
686.0,Germany,Female,33.0,3.0,96939.06,1.0,1.0,1.0,53843.71
709.0,Spain,Male,30.0,8.0,96486.57,1.0,1.0,1.0,138881.11
758.0,Spain,Male,32.0,10.0,0.0,2.0,0.0,0.0,162858.29
477.0,Spain,Male,38.0,1.0,0.0,2.0,1.0,1.0,40807.27
641.0,Spain,Female,28.0,5.0,0.0,1.0,1.0,1.0,86951.21
719.0,France,Male,32.0,1.0,0.0,1.0,1.0,1.0,57320.92
677.0,France,Female,32.0,6.0,0.0,2.0,1.0,1.0,88890.05
683.0,Spain,Female,33.0,1.0,0.0,2.0,1.0,1.0,96660.76
619.0,France,Male,39.0,2.0,0.0,1.0,1.0,0.0,172601.62
704.0,France,Female,46.0,10.0,0.0,2.0,1.0,1.0,161344.13
710.0,France,Female,30.0,5.0,0.0,2.0,1.0,1.0,162452.65
709.0,France,Female,41.0,5.0,0.0,1.0,1.0,0.0,134441.6
488.0,Spain,Female,35.0,3.0,0.0,2.0,1.0,0.0,111342.66
638.0,Spain,Male,29.0,3.0,0.0,2.0,1.0,1.0,160529.71
753.0,France,Female,41.0,7.0,0.0,1.0,0.0,0.0,168515.61
554.0,France,Male,32.0,2.0,0.0,2.0,1.0,0.0,131300.68
695.0,France,Male,33.0,6.0,0.0,2.0,1.0,0.0,148087.62
682.0,France,Male,50.0,1.0,0.0,2.0,1.0,1.0,51587.04
769.0,Germany,Male,30.0,7.0,90218.11,1.0,1.0,0.0,94544.88
648.0,Spain,Female,63.0,2.0,0.0,1.0,1.0,1.0,93839.3
554.0,Germany,Female,40.0,3.0,135536.4,1.0,0.0,0.0,173586.63
749.0,France,Female,42.0,8.0,0.0,2.0,1.0,0.0,178045.97
644.0,France,Male,38.0,6.0,0.0,2.0,1.0,0.0,44506.09
544.0,France,Male,26.0,1.0,0.0,2.0,1.0,1.0,49324.04
712.0,France,Male,71.0,5.0,0.0,2.0,1.0,0.0,130795.52
825.0,Spain,Female,36.0,2.0,0.0,2.0,0.0,1.0,141210.18
667.0,France,Male,24.0,4.0,115074.02,1.0,0.0,1.0,180622.02
687.0,Germany,Male,34.0,1.0,120962.58,1.0,0.0,0.0,168085.97
653.0,France,Male,38.0,4.0,0.0,1.0,1.0,1.0,182531.74
695.0,Spain,Male,32.0,4.0,79811.72,1.0,0.0,1.0,59645.24
720.0,France,Male,31.0,7.0,0.0,2.0,0.0,1.0,55400.17
687.0,France,Male,33.0,8.0,0.0,1.0,1.0,1.0,145593.85
758.0,France,Male,48.0,4.0,107747.57,1.0,0.0,0.0,26589.56
564.0,Germany,Male,38.0,1.0,109876.82,2.0,0.0,0.0,152790.92
493.0,France,Female,39.0,5.0,0.0,2.0,0.0,0.0,97416.34
603.0,France,Female,49.0,3.0,100446.57,1.0,0.0,1.0,161668.15
584.0,Germany,Male,50.0,7.0,110827.49,1.0,0.0,0.0,77830.36
668.0,Spain,Female,51.0,5.0,0.0,2.0,0.0,1.0,103511.66
556.0,Germany,Female,36.0,5.0,108449.23,1.0,1.0,1.0,87067.73
652.0,Germany,Female,54.0,10.0,138547.97,2.0,1.0,0.0,114083.73
535.0,France,Male,22.0,3.0,0.0,2.0,1.0,0.0,81452.29
516.0,France,Male,36.0,2.0,0.0,2.0,1.0,0.0,51554.58
554.0,France,Male,40.0,9.0,0.0,2.0,1.0,0.0,120790.02
646.0,Spain,Male,28.0,9.0,146034.74,1.0,0.0,0.0,85421.48
619.0,France,Male,39.0,10.0,143391.07,1.0,1.0,0.0,180962.32
584.0,Spain,Female,31.0,6.0,0.0,2.0,1.0,0.0,136050.77
524.0,Spain,Female,49.0,2.0,0.0,1.0,0.0,1.0,85516.37
751.0,France,Male,29.0,2.0,0.0,2.0,1.0,1.0,131647.31
633.0,France,Male,33.0,8.0,0.0,2.0,1.0,0.0,47848.56
523.0,France,Female,31.0,2.0,0.0,2.0,1.0,0.0,98820.09
659.0,France,Female,20.0,4.0,0.0,2.0,1.0,0.0,84760.32
742.0,Germany,Female,41.0,9.0,118273.83,1.0,1.0,1.0,111229.19
571.0,Germany,Male,44.0,1.0,110931.83,1.0,0.0,0.0,2619.64
611.0,Spain,Male,34.0,1.0,0.0,2.0,1.0,1.0,93959.96
581.0,Germany,Male,28.0,4.0,115350.63,2.0,0.0,0.0,160968.44
809.0,France,Male,31.0,8.0,0.0,2.0,1.0,1.0,102516.37
697.0,France,Female,38.0,6.0,0.0,2.0,1.0,0.0,183358.21
679.0,Germany,Male,59.0,9.0,123356.63,1.0,1.0,1.0,131097.9
648.0,France,Male,29.0,8.0,0.0,1.0,1.0,1.0,180969.55
755.0,France,Male,41.0,9.0,0.0,2.0,1.0,0.0,180553.48
616.0,Spain,Male,39.0,9.0,0.0,2.0,1.0,0.0,102260.16
676.0,France,Female,23.0,8.0,0.0,1.0,1.0,1.0,159044.1
590.0,Spain,Male,36.0,8.0,0.0,1.0,1.0,1.0,187816.43
706.0,France,Male,32.0,8.0,161889.79,1.0,1.0,1.0,132973.22
624.0,France,Male,27.0,8.0,0.0,2.0,1.0,1.0,48986.18
717.0,Germany,Male,22.0,10.0,92786.66,1.0,1.0,1.0,134443.08
762.0,France,Male,72.0,7.0,0.0,1.0,0.0,1.0,176883.42
579.0,France,Female,49.0,8.0,0.0,1.0,1.0,0.0,82996.47
676.0,France,Male,26.0,7.0,0.0,2.0,1.0,1.0,108411.66
709.0,Germany,Male,43.0,6.0,122531.86,1.0,1.0,0.0,103421.78
646.0,France,Male,39.0,6.0,0.0,1.0,0.0,0.0,142763.51
554.0,Germany,Male,56.0,4.0,123345.39,1.0,1.0,1.0,134878.19
594.0,France,Male,34.0,5.0,0.0,2.0,1.0,0.0,133086.45
537.0,France,Male,43.0,8.0,153538.23,1.0,1.0,0.0,126794.56
598.0,Spain,Female,45.0,4.0,0.0,1.0,0.0,1.0,116696.77
703.0,France,Female,28.0,7.0,0.0,2.0,1.0,0.0,97416.34
535.0,France,Female,32.0,2.0,94263.62,1.0,0.0,0.0,115611.97
667.0,France,Male,42.0,5.0,0.0,2.0,1.0,1.0,88146.86
730.0,France,Male,38.0,9.0,0.0,2.0,1.0,1.0,162820.6
653.0,Germany,Female,31.0,4.0,111098.85,1.0,1.0,1.0,167538.66
709.0,Spain,Female,37.0,5.0,0.0,2.0,1.0,1.0,77500.81
679.0,France,Male,44.0,5.0,117469.91,1.0,1.0,1.0,107874.39
516.0,Spain,Male,38.0,6.0,0.0,2.0,1.0,1.0,122964.18
659.0,Spain,Male,51.0,1.0,152310.55,1.0,0.0,0.0,88783.59
487.0,France,Male,47.0,9.0,0.0,2.0,1.0,0.0,171039.54
628.0,France,Female,32.0,3.0,0.0,2.0,1.0,0.0,97782.92
597.0,France,Male,35.0,7.0,0.0,2.0,1.0,1.0,57898.58
709.0,Germany,Female,31.0,6.0,114450.32,2.0,1.0,1.0,72993.67
593.0,Germany,Female,35.0,2.0,107949.39,1.0,1.0,0.0,112289.06
627.0,France,Female,34.0,4.0,0.0,2.0,1.0,0.0,181419.29
707.0,Germany,Male,31.0,4.0,158978.79,2.0,0.0,0.0,142331.83
850.0,Germany,Female,36.0,5.0,125445.04,1.0,0.0,0.0,60420.07
697.0,Germany,Male,33.0,3.0,134032.03,2.0,0.0,0.0,141946.92
807.0,France,Female,45.0,8.0,0.0,1.0,1.0,0.0,92220.12
446.0,Germany,Male,46.0,1.0,142872.36,1.0,1.0,0.0,117070.44
669.0,Spain,Female,31.0,2.0,0.0,1.0,1.0,1.0,80587.64
582.0,Spain,Male,38.0,3.0,86569.76,1.0,1.0,0.0,139953.94
588.0,France,Female,39.0,3.0,81677.22,1.0,1.0,0.0,86911.49
684.0,France,Female,71.0,5.0,0.0,2.0,1.0,1.0,159475.08
654.0,France,Female,51.0,4.0,0.0,1.0,1.0,0.0,47271.61
599.0,France,Female,35.0,8.0,0.0,2.0,1.0,1.0,169935.46
663.0,France,Female,32.0,2.0,0.0,2.0,0.0,0.0,116052.92
588.0,France,Male,28.0,2.0,0.0,2.0,1.0,1.0,73881.68
675.0,Spain,Female,33.0,8.0,0.0,2.0,1.0,1.0,140941.47
597.0,Germany,Female,44.0,2.0,100421.1,2.0,1.0,1.0,162515.84
642.0,France,Female,32.0,8.0,127087.06,1.0,1.0,0.0,144493.07
556.0,France,Female,34.0,1.0,0.0,2.0,1.0,1.0,102076.03
711.0,Spain,Male,40.0,8.0,125876.95,1.0,1.0,0.0,138399.67
668.0,France,Female,54.0,2.0,0.0,1.0,0.0,0.0,96670.2
667.0,Spain,Female,35.0,5.0,0.0,2.0,1.0,1.0,71095.41
683.0,France,Male,39.0,5.0,0.0,2.0,1.0,0.0,172967.87
597.0,Spain,Male,36.0,0.0,0.0,2.0,1.0,0.0,123885.88
645.0,Spain,Female,36.0,2.0,0.0,2.0,1.0,0.0,126812.63
584.0,Germany,Female,43.0,9.0,122831.58,1.0,1.0,1.0,142238.54
685.0,Germany,Female,46.0,2.0,125907.42,1.0,1.0,0.0,173486.39
641.0,France,Male,44.0,2.0,0.0,2.0,1.0,0.0,121239.65
753.0,France,Male,29.0,8.0,0.0,2.0,1.0,0.0,132418.59
545.0,Spain,Male,30.0,6.0,0.0,2.0,0.0,0.0,184842.21
648.0,France,Female,35.0,3.0,0.0,2.0,1.0,1.0,138380.12
588.0,Spain,Female,43.0,8.0,0.0,1.0,1.0,1.0,57549.65
543.0,Germany,Male,39.0,2.0,127763.24,1.0,1.0,1.0,52884.02
682.0,Spain,Male,28.0,2.0,0.0,2.0,0.0,1.0,91482.5
581.0,France,Male,33.0,6.0,0.0,2.0,1.0,0.0,147040.25
684.0,Spain,Female,41.0,8.0,0.0,1.0,0.0,1.0,142995.32
697.0,Germany,Male,27.0,7.0,104719.94,2.0,1.0,0.0,180598.66
683.0,Spain,Female,33.0,6.0,0.0,1.0,1.0,0.0,69227.42
679.0,Germany,Female,26.0,3.0,117579.32,2.0,1.0,1.0,119882.86
595.0,Germany,Female,32.0,5.0,116099.82,1.0,1.0,1.0,88815.25
810.0,Germany,Male,28.0,8.0,106687.76,2.0,1.0,1.0,157921.25
656.0,Germany,Male,36.0,1.0,77526.66,2.0,1.0,1.0,136983.77
638.0,Germany,Male,30.0,3.0,103219.47,2.0,1.0,1.0,52759.82
576.0,Spain,Male,35.0,7.0,126076.24,1.0,1.0,1.0,140937.91
639.0,France,Female,42.0,1.0,0.0,1.0,0.0,1.0,164749.72
595.0,France,Female,26.0,10.0,131694.97,1.0,1.0,1.0,131647.31
648.0,Germany,Female,61.0,3.0,110976.23,1.0,1.0,0.0,182765.14
656.0,France,Male,34.0,4.0,0.0,2.0,1.0,0.0,89566.64
673.0,France,Female,33.0,2.0,0.0,1.0,1.0,0.0,140579.17
679.0,France,Male,26.0,9.0,137409.19,1.0,1.0,0.0,183566.78
641.0,France,Male,37.0,6.0,0.0,2.0,0.0,1.0,125083.29
613.0,Spain,Female,34.0,8.0,0.0,2.0,0.0,1.0,51565.98
676.0,France,Female,38.0,8.0,0.0,2.0,1.0,1.0,176984.34
809.0,France,Female,35.0,10.0,0.0,2.0,1.0,1.0,71095.41
652.0,France,Male,61.0,8.0,0.0,2.0,1.0,1.0,177099.71
663.0,France,Male,34.0,6.0,0.0,1.0,0.0,1.0,161854.98
641.0,Germany,Male,27.0,4.0,127476.68,1.0,0.0,1.0,73556.65
662.0,France,Male,39.0,4.0,0.0,2.0,1.0,1.0,179128.69
755.0,France,Male,46.0,2.0,0.0,1.0,1.0,0.0,136886.86
745.0,France,Male,38.0,8.0,0.0,2.0,1.0,0.0,66795.78
710.0,Germany,Male,43.0,7.0,126428.38,1.0,1.0,0.0,86767.48
545.0,Spain,Male,35.0,9.0,0.0,2.0,1.0,1.0,143614.01
615.0,France,Male,36.0,6.0,0.0,1.0,1.0,0.0,103318.44
699.0,Spain,Female,35.0,1.0,0.0,1.0,1.0,0.0,107876.2
775.0,France,Male,45.0,2.0,0.0,2.0,0.0,0.0,123870.07
578.0,Spain,Female,29.0,5.0,0.0,1.0,1.0,0.0,157891.11
676.0,Germany,Female,35.0,9.0,129728.6,2.0,1.0,0.0,74850.84
637.0,France,Male,37.0,6.0,0.0,2.0,1.0,0.0,131718.12
753.0,France,Male,31.0,1.0,0.0,2.0,1.0,0.0,105760.01
796.0,France,Male,43.0,7.0,114422.85,1.0,0.0,0.0,125154.57
714.0,France,Female,37.0,0.0,0.0,2.0,1.0,0.0,124489.88
725.0,Spain,Male,36.0,2.0,0.0,2.0,1.0,1.0,122433.09
769.0,France,Male,42.0,3.0,0.0,2.0,1.0,0.0,168034.9
596.0,France,Male,53.0,4.0,0.0,2.0,1.0,1.0,63736.17
605.0,Spain,Female,48.0,1.0,0.0,1.0,1.0,0.0,152097.02
556.0,France,Female,39.0,4.0,0.0,2.0,1.0,0.0,143980.29
579.0,France,Male,39.0,5.0,0.0,2.0,1.0,1.0,14081.64
568.0,Germany,Male,50.0,5.0,130142.79,1.0,1.0,0.0,136540.09
689.0,Germany,Male,53.0,7.0,103219.47,1.0,0.0,0.0,121537.91
621.0,France,Female,53.0,8.0,0.0,3.0,1.0,1.0,71672.86
701.0,France,Female,37.0,4.0,0.0,1.0,1.0,0.0,84477.25
755.0,France,Male,33.0,4.0,152063.59,2.0,0.0,0.0,140136.1
646.0,France,Male,51.0,4.0,108465.65,1.0,0.0,0.0,176680.16
681.0,Spain,Male,33.0,9.0,0.0,2.0,1.0,0.0,181224.56
702.0,France,Female,58.0,1.0,0.0,1.0,1.0,1.0,120853.83
667.0,France,Male,36.0,4.0,0.0,2.0,0.0,1.0,168816.73
582.0,France,Male,38.0,0.0,0.0,2.0,1.0,1.0,93839.3
562.0,France,Female,49.0,0.0,0.0,2.0,1.0,0.0,132870.15
599.0,Spain,Male,33.0,5.0,0.0,2.0,1.0,1.0,187905.12
685.0,France,Male,32.0,4.0,0.0,2.0,1.0,1.0,52894.01
634.0,France,Male,56.0,2.0,0.0,1.0,0.0,0.0,148811.39
732.0,Spain,Male,31.0,2.0,0.0,2.0,1.0,0.0,94790.34
723.0,Spain,Female,52.0,5.0,128966.13,1.0,1.0,0.0,141023.01
679.0,France,Female,39.0,7.0,0.0,2.0,1.0,1.0,103792.53
756.0,France,Female,29.0,8.0,151914.93,1.0,1.0,1.0,53394.12
598.0,Spain,Female,34.0,4.0,0.0,2.0,1.0,0.0,140765.91
835.0,Spain,Male,35.0,4.0,0.0,2.0,1.0,0.0,115115.32
710.0,France,Female,38.0,7.0,0.0,2.0,0.0,1.0,174971.64
627.0,France,Male,38.0,6.0,88814.4,1.0,1.0,0.0,113645.4
611.0,France,Male,26.0,7.0,117289.92,2.0,1.0,0.0,164081.42
693.0,France,Male,38.0,8.0,0.0,2.0,1.0,1.0,158887.09
678.0,France,Male,34.0,1.0,0.0,2.0,1.0,1.0,170518.83
716.0,France,Male,34.0,2.0,0.0,2.0,1.0,0.0,49324.04
584.0,France,Male,41.0,7.0,0.0,2.0,1.0,0.0,74890.58
695.0,France,Female,27.0,2.0,0.0,2.0,1.0,1.0,167564.82
850.0,Spain,Female,36.0,2.0,0.0,1.0,0.0,1.0,136909.87
595.0,France,Female,32.0,6.0,0.0,2.0,1.0,0.0,182728.8
529.0,France,Female,40.0,4.0,0.0,2.0,1.0,1.0,131284.87
729.0,Germany,Male,31.0,1.0,133970.23,2.0,1.0,1.0,168034.83
611.0,France,Male,34.0,1.0,0.0,2.0,0.0,1.0,82870.75
595.0,Spain,Female,32.0,4.0,115251.64,1.0,1.0,1.0,137332.37
711.0,France,Female,37.0,8.0,0.0,2.0,1.0,0.0,162889.1
692.0,France,Female,36.0,1.0,148061.89,1.0,0.0,1.0,82647.65
659.0,Germany,Male,33.0,2.0,155870.93,1.0,1.0,0.0,55470.78
469.0,France,Male,33.0,10.0,160838.13,1.0,1.0,1.0,158853.98
686.0,France,Female,35.0,9.0,0.0,1.0,0.0,0.0,50906.62
696.0,Spain,Male,41.0,3.0,0.0,2.0,1.0,1.0,102763.69
773.0,France,Female,39.0,7.0,0.0,2.0,1.0,0.0,82868.34
641.0,Spain,Female,33.0,5.0,0.0,2.0,0.0,1.0,75786.55
603.0,Germany,Female,42.0,4.0,134446.04,1.0,1.0,1.0,172363.41
678.0,France,Male,37.0,2.0,0.0,2.0,0.0,0.0,114442.66
717.0,Spain,Male,47.0,2.0,82293.82,1.0,1.0,1.0,152417.97
592.0,France,Male,37.0,5.0,0.0,2.0,1.0,1.0,142538.31
646.0,France,Female,34.0,6.0,0.0,2.0,0.0,0.0,130789.6
682.0,Spain,Female,28.0,9.0,138160.0,2.0,1.0,1.0,115676.61
705.0,France,Female,39.0,7.0,83739.32,1.0,1.0,1.0,121451.21
684.0,Spain,Female,41.0,6.0,169824.46,1.0,1.0,1.0,87400.53
683.0,France,Male,35.0,8.0,0.0,2.0,1.0,0.0,126561.07
599.0,France,Male,50.0,1.0,0.0,2.0,1.0,1.0,86490.09
691.0,Spain,Male,37.0,0.0,0.0,2.0,1.0,1.0,48606.71
708.0,Spain,Female,20.0,9.0,0.0,1.0,1.0,1.0,164967.21
757.0,France,Female,39.0,1.0,0.0,1.0,1.0,1.0,96547.96
674.0,Spain,Female,61.0,8.0,0.0,2.0,1.0,1.0,161814.81
746.0,Spain,Male,37.0,1.0,140720.93,1.0,1.0,1.0,187597.98
587.0,France,Male,51.0,7.0,0.0,1.0,1.0,1.0,127528.82
545.0,France,Female,35.0,4.0,0.0,2.0,1.0,0.0,152956.33
545.0,Spain,Male,39.0,8.0,150315.92,1.0,1.0,0.0,173683.0
793.0,France,Male,31.0,6.0,141462.13,1.0,1.0,1.0,90860.97
649.0,Germany,Female,45.0,3.0,138523.2,2.0,1.0,0.0,136613.12
683.0,France,Male,46.0,7.0,0.0,2.0,1.0,0.0,153392.28
707.0,Spain,Male,37.0,9.0,0.0,2.0,0.0,1.0,94498.82
